ct20_id,avg_permit_val,total permit valuation,total_num_permits,num_permit_norm,norm_perm_val,pop,num_sales_transactions,norm_num_transactions,mhi,total sales value,avg_sales_value,total_price_diff,price_diff_norm
25017341600,0,0,0,0,0,6985,784,0.112240515,81910,0,0,0,0
25017350202,0,0,0,0,0,3860,530,0.137305699,114622,0,0,0,0
25017383501,0,0,0,0,0,4674,305,0.0652546,53929,0,0,0,0
25017336300,0,0,0,0,0,6985,1155,0.165354331,144737,0,0,0,0
25025030301,9195.533767,11522003.81,28,0.020216606,8319.136325,1385,566,0.40866426,119720,2244195193,1791057.616,31733.21,22.91206498
25017355000,0,0,0,0,0,3129,343,0.109619687,124250,0,0,0,0
25023503102,0,0,0,0,0,7428,1066,0.143511039,151678,0,0,0,0
25009210402,0,0,0,0,0,4133,570,0.137914348,93438,0,0,0,0
25021401202,0,0,0,0,0,1707,254,0.148799063,89294,0,0,0,0
25009217602,0,0,0,0,0,4756,466,0.097981497,223134,0,0,0,0
25009208401,0,0,0,0,0,2968,382,0.128706199,118807,0,0,0,0
25017358300,0,0,0,0,0,6380,712,0.111598746,200242,0,0,0,0
25017352102,0,0,0,0,0,2663,565,0.212166729,135078,0,0,0,0
25017358400,0,0,0,0,0,5285,880,0.166508988,159970,0,0,0,0
25017333601,0,0,0,0,0,1550,176,0.113548387,127944,0,0,0,0
25025070302,3717.420279,5460890.39,196,0.093779904,2612.866215,2090,566,0.270813397,151513,2856561910,1944562.226,118044058.9,56480.41096
25025110401,1587.489127,1509702.16,516,0.142344828,416.4695614,3625,384,0.105931034,78468,371272577,390402.2892,29523350.79,8144.372632
25025000804,3430.874406,3207867.57,421,0.110411749,841.2975531,3813,360,0.094413847,100048,952554596,1018774.969,117118.93,30.71569106
25025101101,4506.7369,2762629.72,428,0.121521863,784.3923112,3522,211,0.059909143,59226,236483103,385779.9396,132937.3,37.74483248
25025081400,7442.12906,6333251.83,457,0.12109168,1678.127141,3774,350,0.092739799,59464,457914549,538089.9518,243473.37,64.51334658
25025160502,0,0,0,0,0,5604,595,0.106174161,53692,0,0,0,0
25025092300,17078.52484,12381930.51,437,0.132384126,3750.963499,3301,255,0.077249318,71667,307285251,423841.7255,3827416.03,1159.471684
25025070102,4094.951025,9868831.97,113,0.030648223,2676.656352,3687,997,0.270409547,55724,3593275900,1490985.851,222789.83,60.42577434
25009221700,0,0,0,0,0,2878,333,0.115705351,64375,0,0,0,0
25017331300,0,0,0,0,0,7477,1000,0.13374348,148375,0,0,0,0
25009203302,0,0,0,0,0,4443,943,0.212243979,136369,0,0,0,0
25021443106,0,0,0,0,0,5540,793,0.143140794,106111,0,0,0,0
25009221100,0,0,0,0,0,4348,710,0.163293468,96339,0,0,0,0
25009210301,0,0,0,0,0,5176,447,0.086360124,51938,0,0,0,0
25017366201,0,0,0,0,0,3750,591,0.1576,235313,0,0,0,0
25025092400,6802.238988,6251257.63,560,0.092302621,1030.370468,6067,331,0.054557442,39850,468863910,510189.2383,33548765.47,5529.712456
25009206700,0,0,0,0,0,4564,527,0.115468887,62552,0,0,0,0
25009223200,0,0,0,0,0,3747,811,0.216439819,75526,0,0,0,0
25027715100,0,0,0,0,0,5665,982,0.173345102,167132,0,0,0,0
25017322200,0,0,0,0,0,4462,886,0.198565666,97838,0,0,0,0
25017352900,0,0,0,0,0,2869,468,0.163123039,160833,0,0,0,0
25009210200,0,0,0,0,0,5308,786,0.148078372,116556,0,0,0,0
25017383904,0,0,0,0,0,5221,957,0.183298219,79306,0,0,0,0
25025061204,426.3224181,338500,35,0.037353255,361.2593383,937,283,0.302027748,147648,3904436358,4917426.144,171181.42,182.6909498
25023504102,0,0,0,0,0,5733,784,0.136752137,202130,0,0,0,0
25009210500,0,0,0,0,0,6946,947,0.13633746,104892,0,0,0,0
25017350300,0,0,0,0,0,2984,487,0.163203753,125288,0,0,0,0
25021442104,0,0,0,0,0,5565,873,0.156873315,129107,0,0,0,0
25009209100,0,0,0,0,0,7176,1035,0.144230769,125740,0,0,0,0
25025130101,4024.351417,7670413.8,1264,0.208994709,1268.25625,6048,825,0.13640873,121875,881204562,461847.2547,52256.33,8.640266204
25025010500,1738.306188,1331542.54,187,0.048245614,343.535227,3876,339,0.0874613,49772,1757452087,2294323.873,32616.4,8.41496388
25025010600,7939.089027,9137891.47,80,0.022669311,2589.371343,3529,462,0.130915273,93415,3403655050,2957128.627,44994.33,12.74988099
25017324101,0,0,0,0,0,5567,928,0.166696605,133631,0,0,0,0
25021413500,0,0,0,0,0,4652,489,0.105116079,66000,0,0,0,0
25021404201,0,0,0,0,0,3944,735,0.186359026,250001,0,0,0,0
25021416300,0,0,0,0,0,5005,647,0.129270729,164837,0,0,0,0
25025081301,23986.84314,3669987,183,0.076441103,1532.993734,2394,75,0.031328321,20833,204190448,1334578.092,4748.32,1.98342523
25025010802,12283.45445,28043126.5,298,0.097449313,9170.41416,3058,899,0.293982995,132981,2570949125,1125141.849,7269161279,2377096.56
25025080100,2634.471655,1496379.9,376,0.129655172,515.993069,2900,203,0.07,42563,881139263,1551301.519,76475342.16,26370.80764
25017351500,0,0,0,0,0,2464,452,0.183441558,78380,0,0,0,0
25017383600,0,0,0,0,0,6341,908,0.14319508,101906,0,0,0,0
25017374100,0,0,0,0,0,4965,801,0.161329305,123429,0,0,0,0
25021420302,0,0,0,0,0,7889,1049,0.132969958,77688,0,0,0,0
25025070104,5213.224522,11333550.11,213,0.07442348,3960.010521,2862,915,0.319706499,154779,15933662158,7329191.425,1231356.3,430.2432914
25009206800,0,0,0,0,0,4425,355,0.080225989,30403,0,0,0,0
25017331102,0,0,0,0,0,7073,1010,0.14279655,150259,0,0,0,0
25025020200,4639.173991,8044327.7,374,0.09831756,2114.70234,3804,648,0.170347003,102642,1449898058,836158.0496,390048008.9,102536.2799
25017332402,0,0,0,0,0,2142,88,0.0410831,96667,0,0,0,0
25025180301,0,0,0,0,0,3169,416,0.131271695,108661,0,0,0,0
25009211402,0,0,0,0,0,6442,952,0.147780192,107875,0,0,0,0
25009217201,0,0,0,0,0,4237,543,0.128156715,104667,0,0,0,0
25021405100,0,0,0,0,0,5923,1068,0.18031403,250001,0,0,0,0
25017342402,0,0,0,0,0,3664,472,0.128820961,79344,0,0,0,0
25023500101,0,0,0,0,0,3617,930,0.25711916,123438,0,0,0,0
25023505202,0,0,0,0,0,4520,1093,0.241814159,112193,0,0,0,0
25017332100,0,0,0,0,0,6063,797,0.131453076,161250,0,0,0,0
25023500104,0,0,0,0,0,4224,972,0.230113636,107054,0,0,0,0
25017339200,0,0,0,0,0,5700,766,0.134385965,161200,0,0,0,0
25009204200,0,0,0,0,0,5236,972,0.185637892,62023,0,0,0,0
25009209200,0,0,0,0,0,5824,824,0.141483516,168845,0,0,0,0
25017382200,0,0,0,0,0,5375,846,0.157395349,132661,0,0,0,0
25021442105,0,0,0,0,0,1894,356,0.187961985,147981,0,0,0,0
25009217601,0,0,0,0,0,4732,633,0.133770076,110568,0,0,0,0
25017358700,0,0,0,0,0,5608,1034,0.184379458,234000,0,0,0,0
25017338200,0,0,0,0,0,4271,866,0.202762819,124125,0,0,0,0
25009210800,0,0,0,0,0,4951,582,0.11755201,60833,0,0,0,0
25009221800,0,0,0,0,0,1773,270,0.152284264,110250,0,0,0,0
25025082100,30850.26443,11846501.54,302,0.057810107,2267.707033,5224,172,0.032924962,26547,1361190037,3544765.721,10132.28,1.939563553
25021417400,0,0,0,0,0,2656,445,0.167545181,119345,0,0,0,0
25021401100,0,0,0,0,0,4827,630,0.130515848,226875,0,0,0,0
25021421100,0,0,0,0,0,5410,938,0.173382625,82875,0,0,0,0
25021443103,0,0,0,0,0,4562,839,0.183910566,104464,0,0,0,0
25025020304,289.5402299,25190,64,0.033578174,13.2161595,1906,35,0.018363064,185969,371442097,4269449.391,24535.08,12.87254984
25017335100,0,0,0,0,0,6259,928,0.148266496,97589,0,0,0,0
25025040600,8733.874437,15057199.53,582,0.158023351,4088.297456,3683,809,0.219657888,165556,1238999002,718260.291,113261.38,30.75247896
25021403501,0,0,0,0,0,2851,307,0.107681515,96477,0,0,0,0
25021417201,0,0,0,0,0,4456,526,0.118043088,80064,0,0,0,0
25027741102,0,0,0,0,0,5804,818,0.140937285,178636,0,0,0,0
25017353000,0,0,0,0,0,2968,333,0.112196765,123750,0,0,0,0
25025160501,0,0,0,0,0,6105,399,0.065356265,62342,0,0,0,0
25023507104,0,0,0,0,0,5967,1091,0.182838948,109563,0,0,0,0
25017363103,0,0,0,0,0,3617,474,0.13104783,126250,0,0,0,0
25017333300,0,0,0,0,0,4316,649,0.150370714,80736,0,0,0,0
25025140107,2715.893453,2202589.59,511,0.183945284,792.8688229,2778,308,0.11087113,87826,292679095,360442.2352,21052897.81,7578.436937
25025140102,8489.086437,11197105.01,977,0.197055264,2258.391491,4958,513,0.103469141,112927,903827140,683681.649,49587671.55,10001.54731
25025160300,0,0,0,0,0,2753,530,0.192517254,67813,0,0,0,0
25017351403,0,0,0,0,0,3943,372,0.094344408,82500,0,0,0,0
25017333602,0,0,0,0,0,7049,908,0.128812598,87899,0,0,0,0
25009222100,0,0,0,0,0,3675,583,0.158639456,116027,0,0,0,0
25017341301,0,0,0,0,0,4565,161,0.035268346,62840,0,0,0,0
25017330102,0,0,0,0,0,4925,789,0.160203046,116705,0,0,0,0
25017382500,0,0,0,0,0,5664,683,0.120586158,109735,0,0,0,0
25021402500,0,0,0,0,0,4293,583,0.135802469,145565,0,0,0,0
25017359303,0,0,0,0,0,7839,1136,0.144916443,159918,0,0,0,0
25021400100,0,0,0,0,0,5548,663,0.119502523,94785,0,0,0,0
25025120104,2685.942216,2315282.19,347,0.146228403,975.6772819,2373,345,0.145385588,112056,388895716,451155.123,26125.97,11.00967973
25017383700,0,0,0,0,0,5308,816,0.153730219,109063,0,0,0,0
25017383903,0,0,0,0,0,2665,439,0.164727955,127679,0,0,0,0
25023506104,0,0,0,0,0,4148,632,0.152362584,134675,0,0,0,0
25021404302,0,0,0,0,0,3825,754,0.197124183,164038,0,0,0,0
25017354200,0,0,0,0,0,3008,392,0.130319149,150804,0,0,0,0
25009203301,0,0,0,0,0,4098,852,0.207906296,107218,0,0,0,0
25023501101,0,0,0,0,0,3516,673,0.191410694,165865,0,0,0,0
25025091200,11119.71153,8484339.9,390,0.124203822,2702.019076,3140,327,0.104140127,71125,354178707,463584.695,24024417.86,7651.08849
25017334400,0,0,0,0,0,6681,1205,0.180362221,131301,0,0,0,0
25017331101,0,0,0,0,0,3311,478,0.144367261,136800,0,0,0,0
25017365202,0,0,0,0,0,5067,699,0.137951451,201823,0,0,0,0
25009211401,0,0,0,0,0,4261,485,0.113823046,99490,0,0,0,0
25017332300,0,0,0,0,0,6955,803,0.115456506,125500,0,0,0,0
25017332202,0,0,0,0,0,6640,539,0.081174699,113042,0,0,0,0
25009221400,0,0,0,0,0,3415,388,0.113616398,57039,0,0,0,0
25009221902,0,0,0,0,0,3661,802,0.219065829,86308,0,0,0,0
25025040300,3715.736709,10727331.88,757,0.167292818,2370.681078,4525,1203,0.265856354,155959,1710069033,592334.2684,101680.55,22.47083978
25017352500,0,0,0,0,0,3466,337,0.097230237,116010,0,0,0,0
25025170702,0,0,0,0,0,7995,464,0.058036273,51193,0,0,0,0
25025000302,4110.501969,3987186.91,420,0.13671875,1297.912406,3072,398,0.129557292,103234,504262526,519858.2742,14306.48,4.657057292
25025000604,1070.777266,595352.16,149,0.057506754,229.7769819,2591,186,0.071786955,54602,300639627,540718.7536,10471.65,4.041547665
25021422700,0,0,0,0,0,3804,706,0.185594111,96023,0,0,0,0
25017333502,0,0,0,0,0,3429,426,0.124234471,76033,0,0,0,0
25017373400,0,0,0,0,0,3319,387,0.116601386,128125,0,0,0,0
25017384003,0,0,0,0,0,5699,763,0.133883137,88125,0,0,0,0
25009204300,0,0,0,0,0,4076,592,0.145240432,34474,0,0,0,0
25021404400,0,0,0,0,0,6472,780,0.120519159,210893,0,0,0,0
25025180400,0,0,0,0,0,1928,238,0.123443983,103977,0,0,0,0
25009210700,0,0,0,0,0,4446,570,0.128205128,61964,0,0,0,0
25017341500,0,0,0,0,0,5353,620,0.115822903,90169,0,0,0,0
25009221300,0,0,0,0,0,4406,884,0.200635497,106167,0,0,0,0
25017366100,0,0,0,0,0,4952,815,0.164579968,164444,0,0,0,0
25017351204,0,0,0,0,0,4295,552,0.128521537,106417,0,0,0,0
25017373500,0,0,0,0,0,6237,776,0.124418791,222750,0,0,0,0
25021418201,0,0,0,0,0,6335,945,0.149171271,84712,0,0,0,0
25025081102,1072.694006,680088,187,0.059083728,214.8777251,3165,217,0.068562401,77034,368498377,581227.724,234267542.2,74018.18077
25017358600,0,0,0,0,0,6319,1031,0.163158728,171641,0,0,0,0
25017333400,0,0,0,0,0,6524,927,0.142090742,95238,0,0,0,0
25017368101,0,0,0,0,0,5782,632,0.109304739,118358,0,0,0,0
25021400900,0,0,0,0,0,4354,574,0.131832797,85400,0,0,0,0
25025051101,1442.098235,1495455.87,766,0.118575851,231.4947167,6460,442,0.068421053,61102,476546950,459543.8284,23957959.15,3708.662407
25009211100,0,0,0,0,0,4033,653,0.161914208,76520,0,0,0,0
25025081500,22233.52356,12361839.1,242,0.098815843,5047.708902,2449,217,0.088607595,63144,220951850,397395.4137,24087.24,9.835541037
25021402400,0,0,0,0,0,6341,900,0.141933449,95731,0,0,0,0
25009220101,0,0,0,0,0,4014,883,0.21998007,89583,0,0,0,0
25009223300,0,0,0,0,0,5889,944,0.160298862,129402,0,0,0,0
25025061201,6655.632022,7274605.8,317,0.157476403,3613.813115,2013,522,0.259314456,104261,1239517650,1134050.915,471211362.1,234084.1342
25025100500,4576.359146,6750129.74,835,0.126976886,1026.479583,6576,529,0.080444039,49644,606579931,411240.6312,24027758.61,3653.856236
25017322100,0,0,0,0,0,4651,809,0.173941088,143835,0,0,0,0
25021411200,0,0,0,0,0,7453,1028,0.137931034,140333,0,0,0,0
25025080900,9861.239632,4822146.18,287,0.065585009,1101.952966,4376,185,0.042276051,72208,623553979,1275161.511,58345493.43,13333.06523
25017339500,0,0,0,0,0,5662,411,0.072589191,95625,0,0,0,0
25017357100,0,0,0,0,0,5480,565,0.10310219,150000,0,0,0,0
25009217402,0,0,0,0,0,3409,688,0.201818715,74082,0,0,0,0
25017338500,0,0,0,0,0,5859,925,0.157876771,191000,0,0,0,0
25021413401,0,0,0,0,0,3554,466,0.131119865,91875,0,0,0,0
25021457200,0,0,0,0,0,5969,951,0.15932317,191414,0,0,0,0
25009216100,0,0,0,0,0,4979,610,0.122514561,154375,0,0,0,0
25017359100,0,0,0,0,0,6544,939,0.14349022,130504,0,0,0,0
25017350400,0,0,0,0,0,5901,633,0.107269954,133262,0,0,0,0
25025140300,1868.583032,2711313.98,1042,0.152272395,396.2171533,6843,531,0.077597545,80696,691372447,476151.823,55901267.54,8169.116987
25017363106,0,0,0,0,0,3330,574,0.172372372,93750,0,0,0,0
25021442203,0,0,0,0,0,4249,578,0.136032008,91584,0,0,0,0
25017354602,0,0,0,0,0,4185,374,0.089366786,98630,0,0,0,0
25017334300,0,0,0,0,0,7768,985,0.126802266,155833,0,0,0,0
25017353800,0,0,0,0,0,4177,562,0.134546325,93229,0,0,0,0
25021442103,0,0,0,0,0,7009,881,0.125695534,166412,0,0,0,0
25009217102,0,0,0,0,0,3029,378,0.124793661,74088,0,0,0,0
25009206200,0,0,0,0,0,5879,422,0.071780915,76434,0,0,0,0
25021418004,0,0,0,0,0,5043,623,0.123537577,75081,0,0,0,0
25017339400,0,0,0,0,0,3479,342,0.09830411,101774,0,0,0,0
25017331200,0,0,0,0,0,5488,711,0.129555394,143250,0,0,0,0
25017350108,0,0,0,0,0,4174,342,0.081935793,64750,0,0,0,0
25017373902,0,0,0,0,0,3876,756,0.19504644,162555,0,0,0,0
25025091600,2518.509989,2191103.69,361,0.1128125,684.7199031,3200,314,0.098125,71111,370868941,426286.1391,9035781.58,2823.681744
25021422402,0,0,0,0,0,3889,566,0.145538699,105796,0,0,0,0
25017341800,0,0,0,0,0,7075,684,0.096678445,49263,0,0,0,0
25017382601,0,0,0,0,0,4794,1113,0.232165207,105709,0,0,0,0
25025170400,0,0,0,0,0,5761,605,0.10501649,75787,0,0,0,0
25009221500,0,0,0,0,0,3117,427,0.136990696,66875,0,0,0,0
25021413100,0,0,0,0,0,6494,822,0.12657838,104760,0,0,0,0
25009204101,0,0,0,0,0,4664,768,0.164665523,83333,0,0,0,0
25009210401,0,0,0,0,0,3235,307,0.094899536,54122,0,0,0,0
25021417703,0,0,0,0,0,3004,250,0.08322237,41717,0,0,0,0
25017351300,0,0,0,0,0,4406,406,0.092147072,101975,0,0,0,0
25025050400,55895.67362,30574933.47,297,0.125210793,12889.93823,2372,228,0.096121417,86118,308634953,564232.0896,34556.33,14.56843592
25017342401,0,0,0,0,0,4604,347,0.075369244,54375,0,0,0,0
25017351001,0,0,0,0,0,4083,441,0.108008817,125481,0,0,0,0
25025082000,2597.553854,1348130.45,408,0.127699531,421.9500626,3195,215,0.067292645,69041,253525600,488488.632,14020.8,4.388356808
25021417801,0,0,0,0,0,5518,978,0.17723813,98005,0,0,0,0
25009204400,0,0,0,0,0,3489,895,0.256520493,75893,0,0,0,0
25021423101,0,0,0,0,0,3849,621,0.161340608,143173,0,0,0,0
25025120301,4799.758389,7386828.16,632,0.1234375,1442.739875,5120,586,0.114453125,109079,723744635,470269.4185,93457.93,18.25350195
25025091700,3462.580695,2590010.36,371,0.11582891,808.6201561,3203,196,0.061192632,56772,260049712,347660.0428,7926023.82,2474.562541
25017356400,0,0,0,0,0,8136,1131,0.139011799,164295,0,0,0,0
25025051200,16535.91157,14601209.92,371,0.107411697,4227.333503,3454,372,0.107701216,103482,407824565,461862.4745,82975.25,24.02294441
25009206900,0,0,0,0,0,4995,462,0.092492492,17909,0,0,0,0
25017342201,0,0,0,0,0,6274,578,0.092126235,69734,0,0,0,0
25023505103,0,0,0,0,0,2636,548,0.207890744,188125,0,0,0,0
25021408102,0,0,0,0,0,4932,670,0.135847526,99907,0,0,0,0
25017339600,0,0,0,0,0,5454,463,0.084891823,120693,0,0,0,0
25025110105,3081.954444,2496383.1,267,0.125943396,1177.539198,2120,305,0.143867925,106959,356510659,439593.9075,23394.74,11.03525472
25025120201,3146.501893,4121917.48,432,0.099082569,945.3939174,4360,526,0.120642202,91200,611362069,466688.6023,314135.43,72.04941055
25021417704,0,0,0,0,0,3689,475,0.128761182,94803,0,0,0,0
25017382100,0,0,0,0,0,5146,894,0.173727167,138318,0,0,0,0
25025110501,4152.840762,4252508.94,744,0.225317989,1287.858552,3302,460,0.139309509,116731,468224114,456358.7856,26949.68,8.161623259
25025080300,15730.95361,6103610,211,0.094364937,2729.700358,2236,132,0.059033989,41211,366963621,945782.5284,124220355.8,55554.72082
25025060400,2893.686339,7144511.57,830,0.159769009,1375.266905,5195,1111,0.21385948,147401,1357450440,549575.0769,66230846.91,12748.95994
25017374000,0,0,0,0,0,4808,834,0.173460899,160380,0,0,0,0
25017370301,0,0,0,0,0,4531,515,0.113661443,99219,0,0,0,0
25017351203,0,0,0,0,0,4631,495,0.106888361,139896,0,0,0,0
25025020101,11095.17499,29735068.96,657,0.155135773,7021.267759,4235,1059,0.250059032,158278,5009394728,1867087.114,290171777.8,68517.53904
25017373100,0,0,0,0,0,5113,710,0.138861725,133945,0,0,0,0
25017342302,0,0,0,0,0,4548,349,0.076737027,87688,0,0,0,0
25017382602,0,0,0,0,0,4770,881,0.184696017,98898,0,0,0,0
25017350701,0,0,0,0,0,3000,370,0.123333333,107132,0,0,0,0
25025101001,9573.059597,10224027.65,972,0.173726542,1827.350786,5595,371,0.066309205,81218,521385120,488188.3146,37457388.48,6694.796869
25025080601,3522.264475,771375.92,115,0.02430262,163.0126627,4732,68,0.014370245,14590,151892279,693572.0502,167832.53,35.46756762
25017358500,0,0,0,0,0,5580,938,0.168100358,238906,0,0,0,0
25023502102,0,0,0,0,0,5644,879,0.155740609,96369,0,0,0,0
25021420101,0,0,0,0,0,4698,611,0.130055343,109221,0,0,0,0
25017368800,0,0,0,0,0,6169,579,0.093856379,102008,0,0,0,0
25021417300,0,0,0,0,0,3660,885,0.241803279,111420,0,0,0,0
25017330101,0,0,0,0,0,3811,571,0.149829441,162292,0,0,0,0
25021404100,0,0,0,0,0,4456,662,0.148563734,250001,0,0,0,0
25025100601,1428.962276,2567845.21,763,0.142830401,480.6898559,5342,695,0.130101086,99207,629144561,349913.5489,81618793.39,15278.69588
25017332401,0,0,0,0,0,2466,364,0.147607461,128125,0,0,0,0
25025100300,19972.10474,16696679.56,549,0.146909286,4467.93673,3737,315,0.084292213,65417,289785194,346633.0072,130456.31,34.90936848
25009206600,0,0,0,0,0,5116,651,0.12724785,65436,0,0,0,0
25017356300,0,0,0,0,0,5332,707,0.132595649,94476,0,0,0,0
25025080401,786.1,204386,118,0.034797995,60.27307579,3391,90,0.026540843,22212,395939629,1522844.727,10033.2,2.958773223
25017361100,0,0,0,0,0,5726,983,0.17167307,168302,0,0,0,0
25017321302,0,0,0,0,0,3656,548,0.149890591,113036,0,0,0,0
25025000805,355.0985577,147721,238,0.051559792,32.00194974,4616,135,0.029246101,45735,315625996,758716.3365,72066.87,15.61240685
25025160602,0,0,0,0,0,5493,415,0.075550701,57222,0,0,0,0
25017350109,0,0,0,0,0,2176,178,0.081801471,80761,0,0,0,0
25025030200,11867.37687,5981157.94,181,0.099724518,3295.403824,1815,209,0.115151515,110063,425827366,844895.5675,10119.25,5.575344353
25021417100,0,0,0,0,0,6010,759,0.126289517,91582,0,0,0,0
25021422600,0,0,0,0,0,6779,1110,0.163740965,131115,0,0,0,0
25009220102,0,0,0,0,0,2978,490,0.16453996,87563,0,0,0,0
25021417901,0,0,0,0,0,8127,820,0.10089824,52224,0,0,0,0
25025170601,0,0,0,0,0,6247,611,0.097806947,76741,0,0,0,0
25025090400,5544.089671,4884343,460,0.112167764,1191.01268,4101,266,0.064862229,54670,753040984,854757.076,11302881.91,2756.128239
25021419800,0,0,0,0,0,4716,671,0.142281595,86588,0,0,0,0
25009217300,0,0,0,0,0,5281,818,0.154894906,85272,0,0,0,0
25017354700,0,0,0,0,0,2859,385,0.134662469,151389,0,0,0,0
25017334100,0,0,0,0,0,6999,830,0.11858837,148673,0,0,0,0
25017357700,0,0,0,0,0,4139,485,0.117178062,89881,0,0,0,0
25017351101,0,0,0,0,0,3775,418,0.110728477,102583,0,0,0,0
25017383502,0,0,0,0,0,3932,529,0.134537131,82366,0,0,0,0
25017339700,0,0,0,0,0,3916,381,0.097293156,75880,0,0,0,0
25021400800,0,0,0,0,0,6077,678,0.111568208,113086,0,0,0,0
25017354800,0,0,0,0,0,2323,250,0.107619458,139250,0,0,0,0
25017321500,0,0,0,0,0,7791,1059,0.135926069,70399,0,0,0,0
25017383300,0,0,0,0,0,3191,383,0.120025071,90030,0,0,0,0
25021400401,0,0,0,0,0,3890,475,0.122107969,100048,0,0,0,0
25009204600,0,0,0,0,0,5369,1016,0.189234494,88325,0,0,0,0
25017341400,0,0,0,0,0,6747,787,0.116644435,77013,0,0,0,0
25025000704,111.2554635,147636,187,0.035203313,27.79292169,5312,444,0.083584337,66315,966715380,728496.8953,27166.76,5.114224398
25025110403,2109.888722,2972833.21,870,0.196078431,670.0097386,4437,542,0.122154609,111328,541648611,384420.5898,63031936.01,14205.98062
25017370401,0,0,0,0,0,3531,341,0.096573209,97685,0,0,0,0
